spouse_00001.ttl;http://rdf.freebase.com/ns/m.0r5v5g3;http://dbpedia.org/ontology/spouse;http://rdf.freebase.com/ns/m.01q_ph;true;0.900921659;http://suffolktimes.timesreview.com/2011/01/6452/jade-duell-of-orient-gives-birth-to-actor-owen-wilson%E2%80%99s-son/;0.9999978165;1.3333304617;39.9999126582;0;11;Jade Duell|-|??? NONE ???|-|Owen Wilson|-|en;;;
;;;;;;http://www.hellocoton.fr/owen-wilson-sa-compagne-jade-duell-va-accoucher-2046279;1;1.6666666269;73;0;11;Jade Duell|-|??? NONE ???|-|Owen Wilson|-|fr;;;
;;;;;;http://www.moovielive.com/cast/de_DE/99571/Owen%20Wilson;0.9996891175;1.6661484894;72.9773055753;0;-1;Jade Duell|-| regisseur |-|Owen Wilson|-|de;;;
;;;;;;https://www.datalounge.com/thread/10034081-owen-wilson-to-be-a-father-any-day-now.-his-girlfriend-is-pregnant-and-about-ready-to-deliver.;0.997006308;2.3263479728;87.7365551071;0;0;Jade Duell|-| his wife |-|Owen Wilson|-|en;;;
;;;;;;http://www.zimbio.com/Jade+Duell/articles/LBDkE3mZ5F6/Pictures+Jade+Duell+Owen+Wilson;1;1.3333333731;95;0;-1;Jade Duell|-| married |-|Owen Wilson|-|en;;;
;;;;;;http://pagesix.com/2013/10/09/owen-wilsons-married-personal-trainer-is-expecting-his-baby/;0.6148442711;1.0247404273;44.8836317879;0;0;Jade Duell|-| met |-|Owen Wilson|-|en;;;
;;;;;;http://www.showbiz.de/stars/owen-wilson-sein-sohn-wird-spater-lustig-sein-25492.html;0.7521182377;1.0028243468;96.2711344197;0;0;Jade Duell|-| seiner frau |-|Owen Wilson|-|de;;;
;;;;;;http://www.laineygossip.com/It-really-is-Pregnancy-Day/18915;0.2419044889;0.3225393281;20.0780725765;0;0;Jade Duell|-| his wife |-|Owen Wilson|-|en;;;
;;;;;;http://www.astrochicks.com/2011/01/16/owen-wilson-daddy-baby-mama-and-girlfriend-jade-duell-new-little-boy/;1;1.6666666269;103;0;0;Jade Duell|-| death |-|Owen Wilson|-|en;;;
;;;;;;http://www.boldsky.com/insync/2011/owen-wilson-jade-marriage-020211-aid0083.html;1;0.6666666865;30;0;0;Jade Duell|-| married |-|Owen Wilson|-|en;;;
;;;;;;http://www.joy.de/stars/klatsch-und-tratsch/a-46166/owen-wilson-trennt-sich-von-jade-duell.html;0.9980870961;1.3307828345;127.7551483069;0;11;Jade Duell|-|??? NONE ???|-|Owen Wilson|-|de;;;
