null	http://dbpedia.org/ontology/team	null	2004	2005	2012	1047
null	http://dbpedia.org/ontology/team	null	2004	2005	2011	551
null	http://dbpedia.org/ontology/team	null	2004	2005	2008	541
null	http://dbpedia.org/ontology/team	null	2004	2005	2013	530
null	http://dbpedia.org/ontology/team	null	2004	2005	2009	500
null	http://dbpedia.org/ontology/team	null	2004	2005	2004	447
null	http://dbpedia.org/ontology/team	null	2004	2005	2010	447
null	http://dbpedia.org/ontology/team	null	2004	2005	2007	425
null	http://dbpedia.org/ontology/team	null	2004	2005	2003	367
null	http://dbpedia.org/ontology/team	null	2004	2005	2005	322
null	http://dbpedia.org/ontology/team	null	2004	2005	2006	306
null	http://dbpedia.org/ontology/team	null	2004	2005	2001	250
null	http://dbpedia.org/ontology/team	null	2004	2005	2002	203
null	http://dbpedia.org/ontology/team	null	2004	2005	1977	101
null	http://dbpedia.org/ontology/team	null	2004	2005	1982	50
null	http://dbpedia.org/ontology/team	null	2004	2005	1996	41
null	http://dbpedia.org/ontology/team	null	2004	2005	1975	37
null	http://dbpedia.org/ontology/team	null	2004	2005	1983	36
null	http://dbpedia.org/ontology/team	null	2004	2005	1980	35
null	http://dbpedia.org/ontology/team	null	2004	2005	1972	27
null	http://dbpedia.org/ontology/team	null	2004	2005	1976	25
null	http://dbpedia.org/ontology/team	null	2004	2005	1981	24
null	http://dbpedia.org/ontology/team	null	2004	2005	1999	19
null	http://dbpedia.org/ontology/team	null	2004	2005	1997	18
null	http://dbpedia.org/ontology/team	null	2004	2005	1998	17
null	http://dbpedia.org/ontology/team	null	2004	2005	1978	16
null	http://dbpedia.org/ontology/team	null	2004	2005	2000	16
null	http://dbpedia.org/ontology/team	null	2004	2005	1951	14
null	http://dbpedia.org/ontology/team	null	2004	2005	1974	14
null	http://dbpedia.org/ontology/team	null	2004	2005	1492	10
null	http://dbpedia.org/ontology/team	null	2004	2005	1984	10
null	http://dbpedia.org/ontology/team	null	2004	2005	1995	9
null	http://dbpedia.org/ontology/team	null	2004	2005	1968	8
null	http://dbpedia.org/ontology/team	null	2004	2005	1969	8
null	http://dbpedia.org/ontology/team	null	2004	2005	1979	8
null	http://dbpedia.org/ontology/team	null	2004	2005	1080	4
null	http://dbpedia.org/ontology/team	null	2004	2005	1280	4
null	http://dbpedia.org/ontology/team	null	2004	2005	1299	4
null	http://dbpedia.org/ontology/team	null	2004	2005	1952	4
null	http://dbpedia.org/ontology/team	null	2004	2005	1964	4
null	http://dbpedia.org/ontology/team	null	2004	2005	1986	4
null	http://dbpedia.org/ontology/team	null	2004	2005	1989	4
null	http://dbpedia.org/ontology/team	null	2004	2005	1994	4
null	http://dbpedia.org/ontology/team	null	2004	2005	1018	3
null	http://dbpedia.org/ontology/team	null	2004	2005	1024	3
null	http://dbpedia.org/ontology/team	null	2004	2005	1131	3
null	http://dbpedia.org/ontology/team	null	2004	2005	1195	3
null	http://dbpedia.org/ontology/team	null	2004	2005	1753	3
null	http://dbpedia.org/ontology/team	null	2004	2005	1973	3
null	http://dbpedia.org/ontology/team	null	2004	2005	1020	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1022	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1049	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1196	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1271	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1340	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1341	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1550	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1756	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1800	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1937	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1946	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1985	2
null	http://dbpedia.org/ontology/team	null	2004	2005	1089	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1217	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1231	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1315	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1485	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1504	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1637	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1686	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1693	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1722	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1842	1
null	http://dbpedia.org/ontology/team	null	2004	2005	1987	1
