null	http://dbpedia.org/ontology/team	null	2003	2004	2012	1013
null	http://dbpedia.org/ontology/team	null	2003	2004	2008	541
null	http://dbpedia.org/ontology/team	null	2003	2004	2013	530
null	http://dbpedia.org/ontology/team	null	2003	2004	2011	528
null	http://dbpedia.org/ontology/team	null	2003	2004	2009	496
null	http://dbpedia.org/ontology/team	null	2003	2004	2010	433
null	http://dbpedia.org/ontology/team	null	2003	2004	2007	419
null	http://dbpedia.org/ontology/team	null	2003	2004	2004	407
null	http://dbpedia.org/ontology/team	null	2003	2004	2003	344
null	http://dbpedia.org/ontology/team	null	2003	2004	2006	297
null	http://dbpedia.org/ontology/team	null	2003	2004	2005	270
null	http://dbpedia.org/ontology/team	null	2003	2004	2002	157
null	http://dbpedia.org/ontology/team	null	2003	2004	2001	128
null	http://dbpedia.org/ontology/team	null	2003	2004	1977	89
null	http://dbpedia.org/ontology/team	null	2003	2004	1996	41
null	http://dbpedia.org/ontology/team	null	2003	2004	1982	38
null	http://dbpedia.org/ontology/team	null	2003	2004	1975	37
null	http://dbpedia.org/ontology/team	null	2003	2004	1983	36
null	http://dbpedia.org/ontology/team	null	2003	2004	1980	35
null	http://dbpedia.org/ontology/team	null	2003	2004	1976	24
null	http://dbpedia.org/ontology/team	null	2003	2004	1981	20
null	http://dbpedia.org/ontology/team	null	2003	2004	1999	19
null	http://dbpedia.org/ontology/team	null	2003	2004	1997	18
null	http://dbpedia.org/ontology/team	null	2003	2004	1998	17
null	http://dbpedia.org/ontology/team	null	2003	2004	2000	16
null	http://dbpedia.org/ontology/team	null	2003	2004	1974	13
null	http://dbpedia.org/ontology/team	null	2003	2004	1978	12
null	http://dbpedia.org/ontology/team	null	2003	2004	1492	10
null	http://dbpedia.org/ontology/team	null	2003	2004	1984	10
null	http://dbpedia.org/ontology/team	null	2003	2004	1995	9
null	http://dbpedia.org/ontology/team	null	2003	2004	1969	8
null	http://dbpedia.org/ontology/team	null	2003	2004	1979	8
null	http://dbpedia.org/ontology/team	null	2003	2004	1968	6
null	http://dbpedia.org/ontology/team	null	2003	2004	1080	4
null	http://dbpedia.org/ontology/team	null	2003	2004	1280	4
null	http://dbpedia.org/ontology/team	null	2003	2004	1299	4
null	http://dbpedia.org/ontology/team	null	2003	2004	1952	4
null	http://dbpedia.org/ontology/team	null	2003	2004	1989	4
null	http://dbpedia.org/ontology/team	null	2003	2004	1994	4
null	http://dbpedia.org/ontology/team	null	2003	2004	1018	3
null	http://dbpedia.org/ontology/team	null	2003	2004	1024	3
null	http://dbpedia.org/ontology/team	null	2003	2004	1131	3
null	http://dbpedia.org/ontology/team	null	2003	2004	1195	3
null	http://dbpedia.org/ontology/team	null	2003	2004	1753	3
null	http://dbpedia.org/ontology/team	null	2003	2004	1020	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1022	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1049	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1196	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1340	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1550	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1756	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1800	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1946	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1985	2
null	http://dbpedia.org/ontology/team	null	2003	2004	1089	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1217	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1231	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1315	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1485	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1504	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1637	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1693	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1722	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1842	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1986	1
null	http://dbpedia.org/ontology/team	null	2003	2004	1987	1
