http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2010	1721
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2011	1300
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2013	1103
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2009	1056
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2012	993
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2008	979
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2006	555
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2007	410
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2005	398
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2004	335
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2003	109
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1980	54
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2002	44
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1979	43
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1965	36
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2001	34
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	2000	28
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1968	20
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1969	20
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1981	19
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1984	19
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1975	18
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1999	18
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1973	17
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1964	13
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1976	13
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1977	12
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1978	12
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1996	12
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1998	9
http://dbpedia.org/resource/Glenn_Ong	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/Jamie_Yeo	2009	2010	1437	8
