http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2010	355
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2011	226
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2008	219
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2012	191
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2009	143
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2013	118
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2006	99
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2004	75
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2007	75
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2005	69
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2003	41
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1980	22
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2002	20
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1965	14
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1969	12
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1572	8
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1958	7
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1976	5
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1978	5
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2000	5
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	2001	5
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1523	4
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1959	4
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1983	4
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1993	4
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1998	4
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1968	3
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1981	3
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1994	3
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1142	2
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1157	2
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1970	2
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1972	2
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1975	2
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1995	2
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1997	2
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1999	2
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1335	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1416	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1420	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1908	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1911	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1925	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1948	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1953	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1954	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1973	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1974	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1984	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1987	1
http://dbpedia.org/resource/Mia_Tyler	http://dbpedia.org/ontology/spouse	null	2002	2005	1990	1
