null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2010	690
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2011	606
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2008	543
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2009	341
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2012	325
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2013	298
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2006	204
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2005	187
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2007	126
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2004	119
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2003	75
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1979	35
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2002	33
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1980	26
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1968	19
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1969	18
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2001	18
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1965	14
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1964	13
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	2000	13
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1984	11
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1973	9
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1976	9
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1572	8
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1923	7
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1958	7
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1990	6
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1999	6
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1972	5
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1978	5
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1993	5
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1998	5
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1523	4
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1959	4
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1983	4
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1997	4
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1981	3
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1982	3
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1994	3
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1142	2
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1157	2
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1630	2
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1637	2
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1723	2
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1952	2
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1970	2
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1975	2
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1995	2
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1335	1
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1416	1
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1420	1
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1740	1
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1908	1
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1911	1
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1925	1
null	http://dbpedia.org/ontology/spouse	http://dbpedia.org/resource/William_Duell	1961	2011	1939	1
